employee_id,review_period,team,manager_id,role_level,review_date,performance_score,potential_rating,9box_classification,competency_communication,competency_initiative,competency_teamwork,competency_execution,competency_problem_solving,peer_feedback_score,promotion_recommended,promotion_granted,calibration_rating,goals_completed_pct,leadership_score,tenure_at_review_months
E1083,2023-H1,Finance,M22,IC2,2023-01-01,3.25,Low,Consistent Star,3.12,2.86,3.7,3.25,2.49,2.78,True,True,Needs Improvement,0.71,,75
E1083,2023-H2,Finance,M22,IC3,2023-06-30,3.36,Medium,Consistent Star,3.38,3.31,2.76,3.06,4.09,4.12,False,False,Needs Improvement,0.84,,75
E1083,2024-H1,Finance,M22,Manager,2024-01-01,3.84,Medium,High Potential,3.95,2.94,3.52,2.94,2.95,3.72,False,False,Exceeds,0.89,3.36,75
E1083,2024-H2,Finance,M22,Manager,2024-06-29,4.65,Medium,Underperformer,3.61,3.11,2.96,4.01,3.56,3.91,False,False,Meets,0.35,3.67,75
E1084,2023-H1,Product,M10,Director,2023-01-01,3.14,Low,High Potential,2.8,3.47,4.05,4.63,3.62,3.07,False,False,Exceeds,0.63,4.17,72
E1084,2023-H2,Product,M10,Director,2023-06-30,2.8,Low,Underperformer,3.81,3.65,3.59,2.72,3.32,2.63,False,False,Meets,0.66,4.14,72
E1084,2024-H1,Product,M10,IC2,2024-01-01,4.36,Medium,Core Player,3.61,3.21,4.29,3.21,2.93,3.92,False,False,Needs Improvement,0.82,,72
E1084,2024-H2,Product,M10,IC2,2024-06-29,3.12,Medium,High Potential,3.55,3.72,3.6,3.73,3.25,3.82,False,False,Exceeds,0.75,,72
E1085,2023-H1,Product,M5,IC2,2023-01-01,3.17,High,Underperformer,3.38,3.45,2.78,3.18,3.53,2.69,False,False,Exceeds,0.66,,68
E1085,2023-H2,Product,M5,IC3,2023-06-30,5.0,Medium,Core Player,2.94,3.31,3.08,3.44,3.09,3.35,False,False,Meets,0.64,,68
E1085,2024-H1,Product,M5,Manager,2024-01-01,4.24,Medium,Consistent Star,3.54,3.0,3.92,3.02,2.72,3.5,False,False,Needs Improvement,1.0,2.22,68
E1085,2024-H2,Product,M5,IC3,2024-06-29,2.57,High,Consistent Star,3.88,3.18,3.81,3.08,3.57,4.55,False,False,Exceeds,0.57,,68
E1086,2023-H1,HR,M20,IC3,2023-01-01,4.22,Medium,Underperformer,3.84,2.76,3.78,3.54,3.55,3.7,False,False,Exceeds,0.7,,73
E1086,2023-H2,HR,M20,IC2,2023-06-30,3.55,High,Core Player,3.62,3.87,2.74,4.15,2.92,3.96,False,False,Meets,0.76,,73
E1086,2024-H1,HR,M20,IC3,2024-01-01,2.6,Medium,Underperformer,3.76,3.03,4.03,3.14,2.75,4.42,True,False,Meets,0.78,,73
E1086,2024-H2,HR,M20,IC2,2024-06-29,4.11,Medium,Core Player,3.07,2.55,4.34,3.5,3.75,3.89,False,False,Meets,0.7,,73
E1087,2023-H1,Marketing,M16,Director,2023-01-01,3.66,Medium,High Potential,4.3,3.48,3.97,2.5,4.06,2.59,True,True,Meets,0.9,3.77,68
E1087,2023-H2,Marketing,M16,Director,2023-06-30,3.43,High,Core Player,3.45,3.37,3.09,3.4,4.6,4.28,True,True,Meets,0.62,3.69,68
E1087,2024-H1,Marketing,M16,IC2,2024-01-01,3.57,Medium,Core Player,3.43,3.0,3.72,3.92,3.08,4.67,False,False,Exceeds,0.98,,68
E1087,2024-H2,Marketing,M16,Director,2024-06-29,3.88,Medium,Consistent Star,2.88,3.7,3.64,3.76,4.3,3.39,False,False,Exceeds,1.0,3.78,68
E1088,2023-H1,Customer Success,M13,Director,2023-01-01,3.3,Medium,Core Player,4.7,3.91,3.27,3.54,3.82,3.41,False,False,Meets,0.77,2.93,30
E1088,2023-H2,Customer Success,M13,Manager,2023-06-30,2.32,Medium,Core Player,3.55,3.57,3.76,3.21,2.83,2.92,False,False,Meets,0.91,3.03,30
E1088,2024-H1,Customer Success,M13,Director,2024-01-01,3.19,Medium,Underperformer,3.34,3.19,3.15,3.06,4.2,3.91,False,False,Exceeds,0.94,4.51,30
E1088,2024-H2,Customer Success,M13,IC2,2024-06-29,1.86,High,Consistent Star,3.67,3.21,4.06,3.13,2.97,2.64,False,False,Needs Improvement,0.7,,30
E1089,2023-H1,Marketing,M1,IC2,2023-01-01,4.14,High,Consistent Star,3.63,2.9,4.58,3.82,3.89,4.27,False,False,Exceeds,0.5,,65
E1089,2023-H2,Marketing,M1,IC2,2023-06-30,2.86,Low,High Potential,3.91,3.09,3.36,3.46,2.86,3.28,False,False,Needs Improvement,0.89,,65
E1089,2024-H1,Marketing,M1,IC3,2024-01-01,4.01,Medium,Core Player,4.06,4.0,3.7,3.66,3.63,3.12,False,False,Meets,0.6,,65
E1089,2024-H2,Marketing,M1,IC2,2024-06-29,3.02,Medium,Underperformer,3.34,3.17,3.71,3.6,3.65,3.71,False,False,Meets,0.93,,65
E1090,2023-H1,Marketing,M20,IC2,2023-01-01,3.49,Low,High Potential,4.0,3.76,4.06,4.31,3.79,3.56,False,False,Meets,0.76,,39
E1090,2023-H2,Marketing,M20,IC2,2023-06-30,3.17,Low,Consistent Star,3.25,3.95,3.02,4.31,3.42,5.0,True,True,Meets,0.65,,39
E1090,2024-H1,Marketing,M20,Director,2024-01-01,3.68,Medium,Underperformer,3.32,3.1,4.03,2.95,3.16,3.85,False,False,Meets,0.86,2.53,39
E1090,2024-H2,Marketing,M20,Manager,2024-06-29,3.91,High,Underperformer,3.56,3.04,3.11,2.48,4.36,4.11,False,False,Exceeds,0.56,4.06,39
E1091,2023-H1,Marketing,M24,IC2,2023-01-01,3.1,Medium,Consistent Star,3.96,3.25,3.32,3.36,3.17,4.34,False,False,Meets,0.88,,62
E1091,2023-H2,Marketing,M24,IC3,2023-06-30,3.58,Low,High Potential,4.01,2.69,2.89,3.74,3.87,3.67,False,False,Needs Improvement,0.47,,62
E1091,2024-H1,Marketing,M24,IC3,2024-01-01,2.76,Medium,Consistent Star,3.71,4.71,4.11,4.29,3.67,3.7,False,False,Needs Improvement,0.59,,62
E1091,2024-H2,Marketing,M24,Manager,2024-06-29,4.17,Low,Core Player,3.46,3.85,3.52,3.64,3.46,3.63,False,False,Meets,0.9,2.61,62
E1092,2023-H1,Engineering,M7,Manager,2023-01-01,2.45,Medium,Core Player,3.71,4.22,4.35,2.89,3.3,2.61,False,False,Meets,0.67,4.29,27
E1092,2023-H2,Engineering,M7,IC2,2023-06-30,3.49,Medium,High Potential,3.31,3.77,3.1,4.3,3.5,3.26,True,True,Meets,0.84,,27
E1092,2024-H1,Engineering,M7,IC2,2024-01-01,4.16,Medium,Underperformer,4.3,3.4,4.04,3.55,3.19,3.03,True,True,Meets,0.59,,27
E1092,2024-H2,Engineering,M7,Manager,2024-06-29,2.98,High,Consistent Star,4.06,3.85,2.88,2.63,2.94,3.03,False,False,Meets,0.7,4.32,27
E1093,2023-H1,HR,M23,Manager,2023-01-01,3.12,Medium,Consistent Star,4.34,2.66,3.33,3.89,3.92,3.3,False,False,Meets,0.9,4.07,62
E1093,2023-H2,HR,M23,Director,2023-06-30,3.02,Medium,Underperformer,3.66,3.85,3.19,4.35,3.08,3.59,False,False,Meets,0.56,3.57,62
E1093,2024-H1,HR,M23,Manager,2024-01-01,2.75,Medium,High Potential,3.35,2.71,3.9,3.68,4.04,3.29,False,False,Exceeds,0.92,3.53,62
E1093,2024-H2,HR,M23,Director,2024-06-29,3.58,Medium,Underperformer,4.56,3.26,4.11,3.74,3.21,2.71,False,False,Meets,0.6,4.29,62
E1094,2023-H1,HR,M15,Director,2023-01-01,4.71,High,Underperformer,3.55,3.57,3.89,3.54,4.05,3.67,False,False,Exceeds,0.77,3.01,78
E1094,2023-H2,HR,M15,Director,2023-06-30,2.84,Medium,Consistent Star,1.92,4.12,3.43,3.3,2.52,3.12,False,False,Meets,0.63,2.94,78
E1094,2024-H1,HR,M15,IC3,2024-01-01,3.73,High,High Potential,3.56,2.82,2.85,2.85,4.41,4.4,False,False,Exceeds,0.62,,78
E1094,2024-H2,HR,M15,Director,2024-06-29,2.12,Low,High Potential,3.56,3.52,3.66,3.87,3.73,2.83,False,False,Exceeds,0.79,4.1,78
E1095,2023-H1,Marketing,M5,Manager,2023-01-01,2.99,Medium,High Potential,3.65,3.22,4.5,2.84,4.08,2.5,True,True,Meets,1.0,2.7,77
E1095,2023-H2,Marketing,M5,Director,2023-06-30,3.63,Medium,Underperformer,2.69,2.83,3.95,4.01,3.62,3.94,False,False,Meets,0.91,3.02,77
E1095,2024-H1,Marketing,M5,Manager,2024-01-01,2.52,High,High Potential,3.49,3.21,3.69,3.77,3.16,3.92,False,False,Meets,0.85,4.01,77
E1095,2024-H2,Marketing,M5,Manager,2024-06-29,3.21,High,Consistent Star,3.89,3.76,3.82,4.34,3.66,3.14,False,False,Meets,0.58,4.29,77
E1096,2023-H1,Sales,M5,IC2,2023-01-01,3.75,Medium,Underperformer,4.34,2.49,3.96,3.37,3.32,3.04,False,False,Meets,0.88,,45
E1096,2023-H2,Sales,M5,Director,2023-06-30,3.93,High,High Potential,2.93,3.58,3.85,3.59,4.05,3.33,False,False,Meets,0.41,3.63,45
E1096,2024-H1,Sales,M5,Manager,2024-01-01,3.63,Medium,High Potential,3.66,4.05,2.52,3.38,3.04,2.78,False,False,Meets,0.74,3.99,45
E1096,2024-H2,Sales,M5,IC2,2024-06-29,3.71,High,High Potential,3.16,3.43,3.96,3.84,3.22,3.13,False,False,Needs Improvement,0.49,,45
E1097,2023-H1,HR,M1,IC3,2023-01-01,3.2,Medium,Underperformer,2.63,4.53,3.07,4.05,4.41,3.63,False,False,Needs Improvement,0.73,,41
E1097,2023-H2,HR,M1,Director,2023-06-30,2.57,High,Core Player,3.25,4.3,3.68,3.51,4.16,3.92,False,False,Needs Improvement,0.73,3.65,41
E1097,2024-H1,HR,M1,IC3,2024-01-01,2.96,Medium,Core Player,3.22,3.4,3.78,2.88,3.54,3.27,False,False,Meets,0.61,,41
E1097,2024-H2,HR,M1,IC3,2024-06-29,3.23,High,Core Player,2.34,3.12,2.95,3.36,2.36,3.61,False,False,Meets,0.89,,41
E1098,2023-H1,Engineering,M23,Director,2023-01-01,3.42,Medium,High Potential,3.75,3.24,2.72,3.5,3.84,2.71,False,False,Meets,0.68,3.33,31
E1098,2023-H2,Engineering,M23,IC3,2023-06-30,5.0,High,Core Player,3.61,2.55,2.42,3.87,4.74,3.33,False,False,Exceeds,0.7,,31
E1098,2024-H1,Engineering,M23,Manager,2024-01-01,3.8,Medium,Consistent Star,3.1,2.23,4.02,3.19,4.03,3.04,False,False,Meets,0.77,4.1,31
E1098,2024-H2,Engineering,M23,Manager,2024-06-29,4.25,Low,Underperformer,3.62,3.59,3.81,3.73,2.85,2.74,False,False,Meets,0.43,4.04,31
E1099,2023-H1,Customer Success,M23,IC2,2023-01-01,3.22,Low,Consistent Star,3.91,3.7,3.0,3.44,3.27,3.13,False,False,Meets,0.89,,44
E1099,2023-H2,Customer Success,M23,Manager,2023-06-30,5.0,Medium,Underperformer,4.06,3.49,4.13,4.36,2.8,4.23,False,False,Meets,0.87,4.33,44
E1099,2024-H1,Customer Success,M23,IC3,2024-01-01,4.07,Medium,Core Player,3.39,4.52,3.67,3.28,3.75,4.08,False,False,Meets,0.76,,44
E1099,2024-H2,Customer Success,M23,IC3,2024-06-29,3.78,High,Consistent Star,3.54,3.17,3.09,2.8,4.26,3.37,False,False,Exceeds,0.24,,44
E1100,2023-H1,Customer Success,M17,IC2,2023-01-01,3.78,Medium,Core Player,3.69,2.57,3.08,3.06,3.13,4.23,False,False,Meets,0.73,,35
E1100,2023-H2,Customer Success,M17,Director,2023-06-30,3.2,Medium,High Potential,4.06,3.75,2.63,3.19,3.66,2.94,False,False,Exceeds,1.0,3.58,35
E1100,2024-H1,Customer Success,M17,Director,2024-01-01,2.97,Low,Underperformer,2.94,3.96,3.18,3.69,2.92,3.54,False,False,Needs Improvement,0.65,3.28,35
E1100,2024-H2,Customer Success,M17,IC2,2024-06-29,2.94,Medium,High Potential,4.01,3.25,3.43,3.45,4.31,4.03,False,False,Meets,0.87,,35
E1101,2023-H1,HR,M30,Manager,2023-01-01,2.4,Medium,Core Player,3.17,4.09,2.91,3.54,2.97,2.92,False,False,Meets,1.0,4.0,66
E1101,2023-H2,HR,M30,IC2,2023-06-30,4.19,Low,High Potential,3.89,3.43,3.15,3.3,3.4,4.57,False,False,Exceeds,0.55,,66
E1101,2024-H1,HR,M30,Director,2024-01-01,3.11,High,Underperformer,3.04,4.03,4.43,3.65,3.7,3.55,False,False,Meets,0.82,4.04,66
E1101,2024-H2,HR,M30,Manager,2024-06-29,3.8,Medium,Underperformer,3.75,3.89,2.61,3.5,3.65,3.75,False,False,Meets,0.72,3.61,66
E1102,2023-H1,HR,M20,IC2,2023-01-01,3.0,High,Consistent Star,2.61,3.99,2.93,3.42,3.13,4.45,False,False,Meets,0.74,,42
E1102,2023-H2,HR,M20,Director,2023-06-30,3.28,High,Consistent Star,3.87,4.58,3.7,3.31,3.85,2.56,False,False,Meets,0.76,4.9,42
E1102,2024-H1,HR,M20,IC3,2024-01-01,3.61,Low,Consistent Star,3.55,3.51,3.3,3.66,3.89,3.3,False,False,Exceeds,0.38,,42
E1102,2024-H2,HR,M20,IC2,2024-06-29,3.83,High,High Potential,4.57,3.31,2.76,3.84,4.37,3.82,True,True,Meets,1.0,,42
E1103,2023-H1,Marketing,M14,Director,2023-01-01,4.06,Medium,Consistent Star,3.85,3.24,3.64,3.49,3.47,3.35,False,False,Meets,0.78,2.59,27
E1103,2023-H2,Marketing,M14,IC2,2023-06-30,4.07,Medium,Underperformer,3.06,3.37,3.67,3.04,2.52,3.27,False,False,Meets,0.54,,27
E1103,2024-H1,Marketing,M14,Manager,2024-01-01,4.0,High,Underperformer,2.92,4.24,3.5,3.53,2.51,3.59,False,False,Meets,0.74,2.59,27
E1103,2024-H2,Marketing,M14,IC2,2024-06-29,3.56,Medium,Consistent Star,3.3,3.39,3.51,3.26,3.62,3.45,False,False,Meets,0.82,,27
E1104,2023-H1,Product,M21,IC3,2023-01-01,3.13,High,High Potential,2.97,3.15,4.22,3.98,4.11,4.27,False,False,Exceeds,0.68,,57
E1104,2023-H2,Product,M21,Director,2023-06-30,3.71,High,High Potential,3.54,3.83,3.36,3.55,3.54,3.82,False,False,Meets,0.85,3.57,57
E1104,2024-H1,Product,M21,Director,2024-01-01,3.59,Low,Core Player,3.61,4.32,2.64,3.02,3.84,3.66,False,False,Meets,0.79,3.97,57
E1104,2024-H2,Product,M21,IC3,2024-06-29,3.65,Medium,Consistent Star,3.22,3.81,3.51,3.28,3.85,3.89,False,False,Exceeds,0.78,,57
E1105,2023-H1,Engineering,M19,Manager,2023-01-01,4.7,Medium,Core Player,4.16,4.0,4.78,3.43,3.27,4.02,False,False,Meets,0.71,3.51,47
E1105,2023-H2,Engineering,M19,IC2,2023-06-30,2.81,Medium,High Potential,3.8,2.76,3.45,3.49,3.28,2.45,False,False,Exceeds,0.49,,47
E1105,2024-H1,Engineering,M19,Director,2024-01-01,2.98,High,Core Player,3.77,3.64,3.49,3.06,3.67,2.42,False,False,Meets,0.39,3.33,47
E1105,2024-H2,Engineering,M19,IC3,2024-06-29,3.12,Low,High Potential,4.01,3.58,4.33,3.23,3.74,3.35,False,False,Meets,0.96,,47
E1106,2023-H1,HR,M11,IC2,2023-01-01,3.36,High,Underperformer,3.93,2.96,3.29,3.46,4.13,2.18,False,False,Meets,0.7,,81
E1106,2023-H2,HR,M11,Director,2023-06-30,3.24,Medium,Underperformer,2.46,3.27,2.73,2.33,3.37,3.32,False,False,Exceeds,0.71,3.68,81
E1106,2024-H1,HR,M11,Manager,2024-01-01,2.88,High,High Potential,4.4,3.48,4.14,2.66,3.08,3.91,False,False,Meets,0.72,2.75,81
E1106,2024-H2,HR,M11,Manager,2024-06-29,2.21,High,High Potential,3.87,3.83,3.62,3.25,2.94,3.47,False,False,Needs Improvement,0.55,2.97,81
E1107,2023-H1,Finance,M15,Manager,2023-01-01,4.38,Low,High Potential,2.57,3.84,4.25,3.91,3.7,3.22,False,False,Needs Improvement,0.65,1.93,77
E1107,2023-H2,Finance,M15,IC3,2023-06-30,3.53,Medium,Consistent Star,3.3,3.15,3.49,3.53,3.18,4.47,False,False,Meets,0.86,,77
E1107,2024-H1,Finance,M15,Manager,2024-01-01,4.13,High,High Potential,3.45,3.76,3.05,3.83,3.4,2.89,False,False,Meets,0.75,3.3,77
E1107,2024-H2,Finance,M15,Director,2024-06-29,5.0,Medium,Underperformer,3.72,4.29,4.07,3.52,3.28,2.46,False,False,Exceeds,0.62,3.96,77
E1108,2023-H1,Marketing,M16,IC3,2023-01-01,3.29,Medium,Core Player,3.69,2.48,3.73,4.05,2.61,3.72,False,False,Meets,0.95,,60
E1108,2023-H2,Marketing,M16,IC2,2023-06-30,4.68,Low,Consistent Star,3.25,3.89,4.21,3.7,4.14,3.48,False,False,Needs Improvement,0.81,,60
E1108,2024-H1,Marketing,M16,Director,2024-01-01,3.06,High,Core Player,3.42,3.72,3.15,3.39,3.88,4.73,False,False,Meets,0.44,4.88,60
E1108,2024-H2,Marketing,M16,Director,2024-06-29,3.32,Medium,High Potential,3.98,4.08,4.28,3.14,3.39,3.47,True,True,Meets,0.7,4.42,60
E1109,2023-H1,Product,M24,Manager,2023-01-01,3.45,High,Consistent Star,2.69,3.18,2.71,3.39,3.84,3.11,False,False,Meets,0.69,3.31,79
E1109,2023-H2,Product,M24,IC3,2023-06-30,3.6,Medium,Consistent Star,3.76,3.9,4.63,3.56,3.87,2.55,False,False,Meets,0.69,,79
E1109,2024-H1,Product,M24,IC3,2024-01-01,3.31,Low,Consistent Star,2.99,3.23,3.45,3.25,4.8,3.81,False,False,Needs Improvement,1.0,,79
E1109,2024-H2,Product,M24,Manager,2024-06-29,4.54,Low,Consistent Star,3.18,3.52,3.28,3.42,3.01,3.24,False,False,Meets,0.8,3.73,79
E1110,2023-H1,Sales,M9,Director,2023-01-01,3.68,Low,Underperformer,3.47,3.93,3.37,4.2,2.58,3.89,True,True,Meets,0.82,3.03,49
E1110,2023-H2,Sales,M9,IC3,2023-06-30,3.25,Medium,Consistent Star,3.73,3.96,2.63,3.81,3.27,4.18,True,True,Meets,0.47,,49
E1110,2024-H1,Sales,M9,Manager,2024-01-01,5.0,High,Consistent Star,3.06,4.21,3.47,3.09,3.63,4.12,False,False,Needs Improvement,0.52,3.99,49
E1110,2024-H2,Sales,M9,Manager,2024-06-29,3.49,Medium,Underperformer,3.79,3.51,3.21,2.94,3.84,3.9,False,False,Meets,0.85,3.8,49
E1111,2023-H1,Product,M28,IC2,2023-01-01,4.16,Low,Underperformer,4.2,2.56,2.33,4.36,2.83,2.85,False,False,Needs Improvement,0.71,,58
E1111,2023-H2,Product,M28,IC3,2023-06-30,2.34,High,Underperformer,3.31,3.03,3.38,3.64,3.33,3.26,False,False,Meets,0.79,,58
E1111,2024-H1,Product,M28,Manager,2024-01-01,4.23,Medium,Consistent Star,4.3,3.39,4.41,3.94,2.88,2.74,False,False,Exceeds,0.66,4.51,58
E1111,2024-H2,Product,M28,Manager,2024-06-29,3.15,Medium,Underperformer,2.55,3.39,2.51,2.97,3.21,3.59,False,False,Meets,0.9,3.99,58
E1112,2023-H1,Finance,M24,Director,2023-01-01,2.67,Medium,High Potential,3.31,3.54,3.37,3.37,2.64,2.81,False,False,Meets,0.69,1.33,74
E1112,2023-H2,Finance,M24,Manager,2023-06-30,3.95,Low,Underperformer,2.81,3.84,3.8,3.23,4.0,3.95,False,False,Needs Improvement,0.7,3.2,74
E1112,2024-H1,Finance,M24,Director,2024-01-01,4.27,Low,Underperformer,3.62,4.02,2.31,3.55,2.71,3.48,False,False,Meets,0.86,4.72,74
E1112,2024-H2,Finance,M24,Manager,2024-06-29,2.84,Low,Core Player,3.24,3.45,3.01,3.99,3.46,3.57,False,False,Meets,0.84,3.45,74
E1113,2023-H1,Marketing,M21,IC3,2023-01-01,2.93,Medium,High Potential,3.47,3.07,3.55,4.0,2.91,2.58,False,False,Meets,0.76,,63
E1113,2023-H2,Marketing,M21,IC3,2023-06-30,2.96,Medium,High Potential,3.52,3.66,2.43,3.84,2.92,3.49,False,False,Meets,0.65,,63
E1113,2024-H1,Marketing,M21,IC2,2024-01-01,3.11,High,Underperformer,4.35,3.66,3.95,3.58,3.81,3.75,True,True,Exceeds,0.79,,63
E1113,2024-H2,Marketing,M21,IC3,2024-06-29,4.28,Medium,Consistent Star,3.58,4.64,3.98,2.93,3.41,3.74,False,False,Meets,0.76,,63
E1114,2023-H1,Engineering,M24,Manager,2023-01-01,3.98,Medium,Core Player,3.9,2.82,4.14,3.25,3.2,3.14,False,False,Meets,0.87,3.31,45
E1114,2023-H2,Engineering,M24,IC3,2023-06-30,3.04,Medium,Underperformer,3.29,2.6,3.08,2.88,3.37,3.9,False,False,Needs Improvement,0.83,,45
E1114,2024-H1,Engineering,M24,IC3,2024-01-01,4.38,Medium,Underperformer,4.02,3.24,3.51,3.48,2.42,2.77,False,False,Needs Improvement,0.72,,45
E1114,2024-H2,Engineering,M24,IC3,2024-06-29,3.38,Medium,Underperformer,3.76,3.73,2.61,3.76,3.59,3.87,False,False,Meets,0.91,,45
E1115,2023-H1,Sales,M23,Manager,2023-01-01,3.4,Low,Consistent Star,4.12,3.06,3.03,3.71,3.32,3.66,False,False,Needs Improvement,1.0,3.78,40
E1115,2023-H2,Sales,M23,IC2,2023-06-30,3.65,Medium,Underperformer,3.07,2.65,3.46,4.03,3.34,3.74,False,False,Meets,0.96,,40
E1115,2024-H1,Sales,M23,IC3,2024-01-01,4.48,High,High Potential,3.71,3.59,2.74,3.18,3.36,2.99,True,True,Exceeds,0.79,,40
E1115,2024-H2,Sales,M23,Manager,2024-06-29,4.84,High,Consistent Star,4.26,3.62,3.89,3.14,4.23,2.56,True,True,Exceeds,0.89,3.85,40
E1116,2023-H1,Engineering,M22,Manager,2023-01-01,2.97,Medium,Core Player,3.4,2.93,2.95,2.7,3.88,4.22,False,False,Meets,0.43,4.79,62
E1116,2023-H2,Engineering,M22,Director,2023-06-30,3.49,Medium,Underperformer,3.64,2.76,4.16,3.6,4.07,4.23,False,False,Meets,0.95,3.05,62
E1116,2024-H1,Engineering,M22,Director,2024-01-01,3.35,High,Underperformer,3.19,3.95,3.67,4.03,4.06,2.46,False,False,Exceeds,0.95,4.17,62
E1116,2024-H2,Engineering,M22,Director,2024-06-29,3.24,High,Underperformer,3.67,3.44,3.81,3.31,3.74,3.54,False,False,Meets,0.69,3.63,62
E1117,2023-H1,Sales,M23,IC2,2023-01-01,5.0,Medium,Core Player,3.16,3.38,3.17,3.22,3.91,3.93,False,False,Meets,0.75,,37
E1117,2023-H2,Sales,M23,Manager,2023-06-30,4.22,Medium,Underperformer,3.9,3.42,2.73,3.91,3.58,3.51,False,False,Exceeds,0.68,4.02,37
E1117,2024-H1,Sales,M23,IC2,2024-01-01,3.74,Medium,Consistent Star,3.38,2.89,4.03,3.8,3.63,1.91,False,False,Needs Improvement,0.74,,37
E1117,2024-H2,Sales,M23,IC2,2024-06-29,3.33,Medium,Core Player,3.19,3.88,3.86,3.72,4.02,2.89,False,False,Needs Improvement,0.68,,37
E1118,2023-H1,Finance,M11,IC2,2023-01-01,3.55,Medium,Underperformer,3.19,3.86,3.24,4.15,3.03,4.78,False,False,Meets,1.0,,72
E1118,2023-H2,Finance,M11,IC3,2023-06-30,3.43,Medium,Consistent Star,4.07,3.3,4.01,3.41,2.86,1.38,False,False,Meets,0.71,,72
E1118,2024-H1,Finance,M11,IC2,2024-01-01,3.7,Medium,Underperformer,4.17,3.52,4.0,3.27,3.33,4.13,False,False,Meets,0.38,,72
E1118,2024-H2,Finance,M11,Director,2024-06-29,3.51,Medium,Consistent Star,3.3,4.18,3.24,3.76,3.96,2.6,False,False,Meets,0.73,3.2,72
E1119,2023-H1,Sales,M10,IC2,2023-01-01,4.16,High,Consistent Star,3.84,3.38,2.98,4.02,3.47,2.53,False,False,Meets,0.52,,46
E1119,2023-H2,Sales,M10,IC2,2023-06-30,3.81,Medium,Consistent Star,2.86,4.43,3.03,3.5,3.58,3.06,False,False,Meets,0.41,,46
E1119,2024-H1,Sales,M10,IC3,2024-01-01,3.63,Medium,High Potential,3.12,3.56,3.44,3.63,4.28,3.17,False,False,Exceeds,0.68,,46
E1119,2024-H2,Sales,M10,IC2,2024-06-29,2.33,Medium,Underperformer,3.4,3.7,3.26,3.71,3.41,2.72,False,False,Meets,0.8,,46
E1120,2023-H1,Engineering,M4,IC2,2023-01-01,3.36,Low,High Potential,3.56,3.22,3.17,3.58,3.38,4.53,False,False,Needs Improvement,0.87,,73
E1120,2023-H2,Engineering,M4,Manager,2023-06-30,3.88,Medium,Core Player,3.41,2.49,3.1,3.18,3.36,3.48,False,False,Meets,0.85,3.69,73
E1120,2024-H1,Engineering,M4,Director,2024-01-01,4.31,Medium,Consistent Star,3.34,3.63,3.67,3.62,4.14,3.98,False,False,Exceeds,0.55,3.42,73
E1120,2024-H2,Engineering,M4,Manager,2024-06-29,3.49,Medium,Underperformer,4.58,3.34,3.01,3.72,3.75,3.46,True,True,Needs Improvement,0.72,4.16,73
E1121,2023-H1,Marketing,M16,IC2,2023-01-01,2.9,Medium,High Potential,3.33,3.24,4.05,3.64,2.97,2.92,False,False,Needs Improvement,1.0,,48
E1121,2023-H2,Marketing,M16,Director,2023-06-30,4.26,Low,Consistent Star,3.92,3.51,4.25,2.95,3.88,3.23,False,False,Meets,0.71,4.01,48
E1121,2024-H1,Marketing,M16,IC3,2024-01-01,3.4,Medium,Core Player,3.28,3.25,2.51,3.88,3.0,4.62,False,False,Meets,0.71,,48
E1121,2024-H2,Marketing,M16,IC3,2024-06-29,4.42,Medium,Consistent Star,2.6,3.87,3.99,4.15,2.74,3.08,False,False,Meets,0.84,,48
E1122,2023-H1,Engineering,M10,IC2,2023-01-01,3.6,Low,Underperformer,3.65,3.32,4.28,4.8,3.55,3.77,True,True,Meets,0.76,,70
E1122,2023-H2,Engineering,M10,IC3,2023-06-30,4.4,Medium,Core Player,3.91,2.97,3.19,3.0,4.85,3.88,False,False,Exceeds,0.66,,70
E1122,2024-H1,Engineering,M10,IC3,2024-01-01,3.03,Medium,High Potential,3.9,3.95,3.9,3.29,3.65,3.57,False,False,Needs Improvement,0.61,,70
E1122,2024-H2,Engineering,M10,Director,2024-06-29,2.85,Medium,Underperformer,3.71,3.6,3.78,3.9,4.25,3.03,False,False,Exceeds,0.84,4.02,70
E1123,2023-H1,Customer Success,M18,IC3,2023-01-01,3.28,Medium,Consistent Star,3.56,3.36,4.55,3.55,3.73,3.34,False,False,Exceeds,0.68,,73
E1123,2023-H2,Customer Success,M18,IC2,2023-06-30,2.59,High,Consistent Star,4.05,3.88,3.35,3.05,3.59,3.2,False,False,Needs Improvement,0.72,,73
E1123,2024-H1,Customer Success,M18,Manager,2024-01-01,2.62,Medium,High Potential,3.61,3.62,4.05,3.42,3.33,2.57,False,False,Meets,0.92,4.12,73
E1123,2024-H2,Customer Success,M18,IC2,2024-06-29,3.52,High,Core Player,2.84,2.89,3.23,3.98,3.65,2.6,False,False,Meets,0.81,,73
E1124,2023-H1,Engineering,M28,Director,2023-01-01,2.91,Medium,Underperformer,3.24,3.99,3.88,4.05,3.49,4.03,True,True,Needs Improvement,0.66,3.32,58
E1124,2023-H2,Engineering,M28,Director,2023-06-30,3.27,Medium,High Potential,3.51,2.86,3.39,4.23,2.95,2.7,False,False,Exceeds,0.56,5.0,58
E1124,2024-H1,Engineering,M28,Director,2024-01-01,3.83,Medium,High Potential,3.36,3.53,3.61,3.18,3.24,3.41,False,False,Meets,0.64,3.22,58
